1,4
2,5
3,1
4,0
5,1
6,4
7,4
8,0
9,1
10,0
11,2
12,4
13,4
14,0
15,1
16,6
17,0
18,3
19,5
20,4
21,4
22,2
23,3
24,4
25,6
26,6
27,4
28,6
29,2
30,2
31,5
32,5
33,4
34,2
35,4
36,0
37,1
38,0
39,6
40,3
41,5
42,4
43,6
44,0
45,4
46,4
47,5
48,0
49,4
50,0
51,3
52,1
53,4
54,2
55,2
56,4
57,3
58,0
59,3
60,6
61,0
62,0
63,1
64,0
65,6
66,5
67,5
68,6
69,1
70,0
71,3
72,4
73,6
74,3
75,1
76,0
77,2
78,1
79,1
80,4
81,0
82,4
83,1
84,2
85,4
86,1
87,2
88,4
89,0
90,0
91,4
92,2
93,4
94,2
95,2
96,1
97,1
98,6
99,2
100,1
101,3
102,4
103,5
104,1
105,5
106,5
107,1
108,3
109,4
110,5
111,2
112,2
113,6
114,2
115,4
116,2
117,1
118,5
119,5
120,4
121,4
122,4
123,0
124,3
125,1
126,1
127,2
128,0
129,5
130,6
131,2
132,6
133,0
134,3
135,4
136,0
137,4
138,4
139,5
140,6
141,1
142,0
143,5
144,4
145,0
146,5
147,3
148,6
149,1
150,0
151,5
152,3
153,0
154,4
155,2
156,4
157,2
158,5
159,0
160,0
161,2
162,6
163,4
164,2
165,3
166,2
167,5
168,4
169,5
170,0
171,2
172,0
173,1
174,5
175,6
176,4
177,4
178,1
179,4
180,0
181,5
182,6
183,5
184,1
185,0
186,3
187,5
188,3
189,4
190,4
191,6
192,5
193,2
194,2
195,3
196,0
197,4
198,1
199,5
200,5
201,1
202,1
203,6
204,1
205,0
206,4
207,2
208,4
209,2
210,5
211,4
212,1
213,2
214,2
215,4
216,6
217,6
218,2
219,3
220,3
221,3
222,2
223,5
224,5
225,0
226,0
227,0
228,4
229,5
230,4
231,4
232,2
233,0
234,6
235,5
236,5
237,5
238,1
239,3
240,3
241,0
242,5
243,0
244,6
245,5
246,5
247,3
248,4
249,2
250,4
251,1
252,0
253,1
254,2
255,6
256,4
257,6
258,5
259,4
260,5
261,4
262,0
263,1
264,2
265,2
266,1
267,2
268,0
269,6
270,2
271,4
272,0
273,1
274,6
275,0
276,2
277,6
278,0
279,4
280,1
281,6
282,3
283,6
284,2
285,4
286,0
287,2
288,3
289,1
290,0
291,0
292,1
293,5
294,6
295,4
296,2
297,3
298,3
299,6
300,6
301,2
302,0
303,2
304,4
305,2
306,4
307,5
308,1
309,4
310,6
311,5
312,0
313,4
314,1
315,5
316,1
317,4
318,4
319,0
320,4
321,0
322,1
323,3
324,0
325,4
326,0
327,6
328,1
329,4
330,0
331,0
332,1
333,3
334,2
335,0
336,3
337,0
338,2
339,1
340,2
341,4
342,4
343,6
344,1
345,1
346,6
347,1
348,3
349,5
350,2
351,0
352,4
353,6
354,3
355,3
356,2
357,4
358,0
359,2
360,4
361,0
362,3
363,1
364,4
365,0
366,5
367,4
368,2
369,2
370,5
371,6
372,6
373,6
374,1
375,2
376,3
377,0
378,6
379,1
380,0
381,6
382,3
383,6
384,1
385,5
386,4
387,4
388,6
389,6
390,5
391,4
392,6
393,5
394,4
395,4
396,4
397,1
398,5
399,4
400,1
401,5
402,2
403,2
404,6
405,4
406,6
407,5
408,3
409,4
410,6
411,3
412,6
413,0
414,0
415,1
416,3
417,6
418,5
419,5
420,0
421,2
422,2
423,3
424,1
425,0
426,4
427,2
428,0
429,4
430,1
431,4
432,0
433,2
434,1
435,3
436,3
437,4
438,0
439,6
440,1
441,5
442,6
443,0
444,0
445,0
446,5
447,0
448,0
449,0
450,1
451,1
452,1
453,4
454,5
455,5
456,4
457,0
458,2
459,5
460,1
461,3
462,5
463,6
464,5
465,0
466,4
467,4
468,6
469,1
470,0
471,6
472,0
473,0
474,0
475,5
476,1
477,1
478,4
479,0
480,3
481,0
482,1
483,0
484,2
485,4
486,6
487,0
488,4
489,4
490,0
491,1
492,5
493,2
494,3
495,1
496,3
497,0
498,0
499,5
500,3
501,3
502,1
503,3
504,2
505,2
506,4
507,2
508,0
509,1
510,4
511,0
512,4
513,0
514,0
515,0
516,5
517,2
518,2
519,5
520,0
521,0
522,5
523,5
524,1
525,0
526,4
527,4
528,1
529,1
530,3
531,5
532,5
533,1
534,4
535,0
536,1
537,5
538,3
539,2
540,4
541,5
542,4
543,3
544,6
545,4
546,4
547,4
548,6
549,5
550,0
551,2
552,5
553,6
554,4
555,0
556,1
557,3
558,6
559,4
560,1
561,2
562,2
563,3
564,0
565,2
566,3
567,3
568,4
569,2
570,1
571,4
572,2
573,2
574,0
575,4
576,5
577,0
578,0
579,0
580,2
581,1
582,6
583,0
584,4
585,5
586,0
587,0
588,5
589,0
590,0
591,4
592,2
593,6
594,3
595,5
596,0
597,5
598,5
599,0
600,3
601,5
602,3
603,4
604,4
605,5
606,4
607,1
608,2
609,6
610,4
611,5
612,1
613,4
614,0
615,6
616,3
617,0
618,4
619,4
620,4
621,6
622,0
623,5
624,2
625,3
626,4
627,4
628,1
629,4
630,0
631,3
632,6
633,4
634,2
635,3
636,4
637,3
638,0
639,1
640,2
641,4
642,0
643,4
644,1
645,5
646,4
647,5
648,4
649,2
650,4
651,1
652,4
653,3
654,6
655,4
656,2
657,2
658,5
659,1
660,2
661,0
662,4
663,1
664,1
665,0
666,1
667,4
668,2
669,6
670,0
671,2
672,0
673,6
674,3
675,1
676,6
677,4
678,3
679,0
680,4
681,0
682,0
683,5
684,4
685,4
686,2
687,4
688,6
689,4
690,3
691,2
692,5
693,0
694,0
695,3
696,5
697,4
698,4
699,6
700,0
701,4
702,0
703,6
704,2
705,0
706,2
707,2
708,0
709,6
710,5
711,0
712,2
713,3
714,2
715,4
716,0
717,2
718,6
719,5
720,1
721,0
722,4
723,3
724,3
725,2
726,2
727,6
728,4
729,6
730,0
731,0
732,2
733,4
734,2
735,1
736,1
737,0
738,1
739,5
740,1
741,4
742,1
743,0
744,1
745,6
746,2
747,4
748,6
749,6
750,0
751,2
752,5
753,4
754,5
755,1
756,0
757,1
758,2
759,1
760,1
761,6
762,0
763,1
764,2
765,4
766,1
767,5
768,4
769,4
770,0
771,0
772,1
773,2
774,6
775,3
776,0
777,4
778,3
779,5
780,4
781,1
782,6
